"","X.1","X","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"50373",1589931,1589931,9856047,"HX504753","2014-10-30 02:00:00","045XX W CERMAK RD","0620","BURGLARY","UNLAWFUL ENTRY","OTHER","false","false",1012,10,24,29,"05",1146524,1888991,2014,"02/04/2016 06:33:39 AM",41.85137,-87.73771,"(41.851366951, -87.737712004)"
"96617",227530,227530,7661208,"HS466516","2010-08-17 01:00:00","013XX N CLARK ST","1506","PROSTITUTION","SOLICIT ON PUBLIC WAY","STREET","true","false",1824,18,42,8,"16",1175291,1909225,2010,"02/04/2016 06:33:39 AM",41.906294202,-87.631523484,"(41.906294202, -87.631523484)"
"69172",2014311,2014311,10694549,"HZ449679","2016-09-25 10:11:00","024XX W TAYLOR ST","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","true","true",1135,11,28,28,"26",1160239,1895637,2016,"12/04/2016 03:48:18 PM",41.86933,-87.68719,"(41.869332166, -87.687190946)"
"95045",739082,739082,8464193,"HV132489","2012-01-17 12:01:00","010XX W ARMITAGE AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESIDENCE","false","false",1811,18,43,7,"11",1168725,1913466,2012,"02/04/2016 06:33:39 AM",41.91808,-87.65552,"(41.918076631, -87.655519625)"
"75179",2362430,2362430,9946712,"HY134800","2015-01-30 11:31:00","008XX W LAWRENCE AVE","0554","ASSAULT","AGG PO HANDS NO/MIN INJURY","APARTMENT","true","false",2024,20,48,3,"08A",1169846,1932085,2015,"08/17/2015 03:03:40 PM",41.96914,-87.65086,"(41.969143534, -87.650856378)"
"78869",353562,353562,7857561,"HS670542","2010-12-21 01:15:00","012XX W 69TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","STREET","false","false",724,7,17,67,"03",1169429,1859031,2010,"02/04/2016 06:33:39 AM",41.768686795,-87.65451385,"(41.768686795, -87.65451385)"
"52433",1150400,1150400,9119656,"HW264724","2013-05-07 06:30:00","003XX E 103RD ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER","false","false",512,5,9,49,"11",1180531,1836752,2013,"02/04/2016 06:33:39 AM",41.7073,-87.6145,"(41.707302954, -87.614501821)"
"70061",710768,710768,8418599,"HT651607","2011-12-29 01:30:00","103XX S LOWE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2232,22,34,49,"07",1173795,1836423,2011,"02/04/2016 06:33:39 AM",41.70655,-87.63918,"(41.706551783, -87.639178722)"
"2253",2341768,2341768,9735168,"HX378724","2014-08-07 06:00:00","053XX S MENARD AVE","0810","THEFT","OVER $500","STREET","false","false",811,8,23,56,"06",NA,NA,2014,"08/17/2015 03:03:40 PM",NA,NA,""
"68545",576248,576248,8209029,"HT442943","2011-08-11 02:46:00","055XX S HERMITAGE AVE","1330","CRIMINAL TRESPASS","TO LAND","ABANDONED BUILDING","false","false",715,7,15,67,"26",1165625,1867836,2011,"02/04/2016 06:33:39 AM",41.79293,-87.66821,"(41.792930383, -87.668207794)"
"41672",2211853,2211853,10994228,"JA321564","2017-06-24 11:15:00","041XX W ADAMS ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",1115,11,28,26,"14",1148879,1898691,2017,"07/01/2017 03:47:52 PM",41.87794,-87.72882,"(41.877939768, -87.728817824)"
"48767",454285,454285,8020916,"HT251973","2011-04-15 09:33:00","079XX S ESCANABA AVE","2027","NARCOTICS","POSS: CRACK","APARTMENT","true","false",422,4,7,46,"18",1196881,1852818,2011,"02/04/2016 06:33:39 AM",41.750999286,-87.554096429,"(41.750999286, -87.554096429)"
"85126",960162,960162,8812952,"HV485868","2012-09-21 04:50:00","032XX N CLARK ST","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","RESTAURANT","false","false",1924,19,44,6,"14",1169876,1921615,2012,"02/04/2016 06:33:39 AM",41.94041,-87.65105,"(41.940412833, -87.651052567)"
"2496",1654130,1654130,10049916,"HY239108","2015-04-28 12:24:00","017XX N LOTUS AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","true",2532,25,37,25,"08A",1139794,1911118,2015,"08/17/2015 03:03:40 PM",41.91221,-87.76187,"(41.91221172, -87.761872262)"
"99067",578839,578839,8212604,"HT446944","2011-08-13 10:45:00","061XX S KILBOURN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",813,8,13,65,"14",1147427,1863449,2011,"02/04/2016 06:33:39 AM",41.78126,-87.73505,"(41.78125873, -87.735050445)"
"54815",19481,19481,7331221,"HS135369","2010-01-24 02:00:00","052XX N OAKVIEW AVE","0460","BATTERY","SIMPLE","OTHER","false","false",1614,16,41,76,"08B",1117315,1933582,2010,"02/04/2016 06:33:39 AM",41.974237268,-87.843984726,"(41.974237268, -87.843984726)"
"55854",828172,828172,8607361,"HV281005","2012-05-10 11:20:00","059XX W MADISON ST","1255","DECEPTIVE PRACTICE","UNIDENTIFIABLE RECORDING SOUND","SIDEWALK","true","false",1513,15,29,25,"11",1136634,1899396,2012,"02/04/2016 06:33:39 AM",41.8801,-87.77376,"(41.880102253, -87.773762272)"
"87362",2368034,2368034,9958132,"HY146648","2015-02-10 11:00:00","014XX N CICERO AVE","0810","THEFT","OVER $500","SMALL RETAIL STORE","false","false",2533,25,37,25,"06",1144114,1909214,2015,"08/17/2015 03:03:40 PM",41.90691,-87.74605,"(41.90690686, -87.746049479)"
"99884",2350288,2350288,9924604,"HY113374","2015-01-13 12:25:00","035XX W FULTON BLVD","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","SCHOOL, PUBLIC, BUILDING","false","false",1123,11,28,27,"24",1152684,1901766,2015,"08/17/2015 03:03:40 PM",41.8863,-87.71477,"(41.886303497, -87.714765311)"
"14419",1637923,1637923,10021594,"HY211235","2015-04-05 01:10:00","087XX S LAFLIN ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",2222,22,21,71,"14",1167862,1846730,2015,"08/17/2015 03:03:40 PM",41.73496,-87.66061,"(41.734964951, -87.660610243)"
"9666",2029231,2029231,10717226,"HZ475742","2016-10-15 04:30:00","061XX S LANGLEY AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",313,3,20,42,"06",1181952,1864376,2016,"10/22/2016 03:48:37 PM",41.78307,-87.60845,"(41.783073599, -87.608445977)"
"63142",793366,793366,8550854,"HV226645","2012-04-03 04:10:00","012XX N LOCKWOOD AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",2532,25,37,25,"18",1140801,1907668,2012,"02/04/2016 06:33:39 AM",41.90273,-87.75826,"(41.902726056, -87.758257745)"
"12475",36286,36286,7361576,"HS163432","2010-02-13 10:55:00","039XX W DIVISION ST","0460","BATTERY","SIMPLE","GAS STATION","false","false",2535,25,27,23,"08B",1149691,1907712,2010,"02/04/2016 06:33:39 AM",41.902678618,-87.725601735,"(41.902678618, -87.725601735)"
"17234",1969914,1969914,10619598,"HZ373145","2016-07-31 09:00:00","003XX E RANDOLPH ST","0820","THEFT","$500 AND UNDER","PARK PROPERTY","false","false",114,1,42,32,"06",1178694,1901250,2016,"08/07/2016 03:48:40 PM",41.88433,-87.61927,"(41.884333364, -87.619266937)"
"54601",2188457,2188457,10958861,"JA280223","2017-05-26 04:05:00","057XX S RACINE AVE","1661","GAMBLING","GAME/DICE","PARK PROPERTY","true","false",712,7,16,68,"19",1169300,1866734,2017,"06/02/2017 03:54:37 PM",41.78983,-87.65476,"(41.789827555, -87.654763892)"
"81754",15552,15552,7324938,"HS129141","2010-01-20 01:43:00","007XX W JACKSON BLVD","0460","BATTERY","SIMPLE","HOTEL/MOTEL","true","false",1213,12,27,28,"08B",1171264,1898865,2010,"02/04/2016 06:33:39 AM",41.877955172,-87.646620646,"(41.877955172, -87.646620646)"
"92823",1587911,1587911,9852132,"HX501235","2014-11-09 07:17:00","005XX E 67TH ST","2027","NARCOTICS","POSS: CRACK","SIDEWALK","true","false",321,3,20,42,"18",1180823,1860702,2014,"02/04/2016 06:33:39 AM",41.77302,-87.6127,"(41.773017829, -87.612698093)"
"29697",469988,469988,8044765,"HT276843","2011-05-02 09:20:00","071XX S EMERALD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true",732,7,6,68,"08B",1172580,1857514,2011,"02/04/2016 06:33:39 AM",41.76445514,-87.643008509,"(41.76445514, -87.643008509)"
"2710",1619117,1619117,9905828,"HX556293","2014-12-26 09:35:00","008XX W WELLINGTON AVE","0820","THEFT","$500 AND UNDER","HOSPITAL BUILDING/GROUNDS","true","false",1933,19,44,6,"06",1169981,1920130,2014,"02/04/2016 06:33:39 AM",41.93634,-87.65071,"(41.936335635, -87.650710119)"
"76540",1488096,1488096,9683086,"HX333793","2014-07-03 09:00:00","005XX W WELLINGTON AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",1934,19,44,6,"06",1172130,1920221,2014,"02/04/2016 06:33:39 AM",41.93654,-87.64281,"(41.936538116, -87.642809686)"
"88338",1977116,1977116,10632567,"HZ385235","2016-08-09 03:00:00","001XX N LA SALLE ST","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","COMMERCIAL / BUSINESS OFFICE","true","false",122,1,42,32,"18",1175106,1901598,2016,"08/16/2016 03:49:23 PM",41.88537,-87.63243,"(41.885369466, -87.63243193)"
"2275",1386125,1386125,9505501,"HX160832","2014-02-22 08:30:00","029XX N MOBILE AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",2511,25,29,19,"05",1133899,1918888,2014,"02/04/2016 06:33:39 AM",41.93364,-87.78335,"(41.933639259, -87.783346143)"
"25495",1185138,1185138,9175715,"HW320231","2013-06-15 04:40:00","042XX W MADISON ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",1115,11,28,26,"18",1148159,1899676,2013,"02/04/2016 06:33:39 AM",41.88066,-87.73144,"(41.880656606, -87.731436149)"
"91730",1157101,1157101,9130504,"HW275169","2013-05-15 08:45:00","043XX S ARCHER AVE","0560","ASSAULT","SIMPLE","STREET","false","false",922,9,14,58,"08A",1155842,1875557,2013,"02/04/2016 06:33:39 AM",41.81432,-87.70387,"(41.814319962, -87.703873829)"
"50871",1019685,1019685,8905507,"HV579663","2012-11-27 08:00:00","019XX W CORNELIA AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE-GARAGE","false","false",1922,19,47,5,"05",1162802,1923250,2012,"02/04/2016 06:33:39 AM",41.94505,-87.67701,"(41.945050919, -87.677005835)"
"75218",2388586,2388586,9995209,"HY185915","2015-03-15 07:58:00","037XX W ARMITAGE AVE","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","SMALL RETAIL STORE","true","false",2535,25,26,22,"03",1150926,1913025,2015,"08/17/2015 03:03:40 PM",41.91723,-87.72093,"(41.917233894, -87.720925992)"
"97045",1621444,1621444,9909714,"HX560178","2014-12-30 07:05:00","068XX S LOWE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true",723,7,6,68,"08B",1173323,1859484,2014,"02/04/2016 06:33:39 AM",41.76984,-87.64023,"(41.769844659, -87.640227044)"
"84255",193432,193432,7608466,"HS412928","2010-07-15 11:20:00","092XX S MANISTEE AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","STREET","true","false",423,4,7,48,"18",1196244,1844155,2010,"02/04/2016 06:33:39 AM",41.727243123,-87.556717136,"(41.727243123, -87.556717136)"
"24742",438598,438598,7996214,"HT227525","2011-03-01 09:00:00","055XX W PARKER AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","true",2514,25,30,19,"26",1139008,1917736,2011,"02/04/2016 06:33:39 AM",41.930386579,-87.764598604,"(41.930386579, -87.764598604)"
"61413",2180050,2180050,10945976,"JA265344","2017-05-15 09:45:00","063XX S MAPLEWOOD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",825,8,15,66,"08B",1160461,1862602,2017,"05/22/2017 03:58:12 PM",41.77868,-87.68729,"(41.77867565, -87.687287881)"
"16799",1314670,1314670,9383499,"HW526523","2013-11-09 01:17:00","020XX W HADDON AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",1212,12,1,24,"14",1162585,1907647,2013,"02/04/2016 06:33:39 AM",41.90224,-87.67824,"(41.902239828, -87.67824157)"
"26104",2225901,2225901,11015482,"JA345428","2017-07-12 03:16:00","049XX N LAWNDALE AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",1712,17,39,14,"05",1150831,1932539,2017,"07/19/2017 03:55:33 PM",41.97078,-87.72076,"(41.970783696, -87.720762661)"
"20692",2365404,2365404,9952878,"HY141351","2015-02-06 03:10:00","004XX E 107TH ST","0460","BATTERY","SIMPLE","APARTMENT","false","false",512,5,9,49,"08B",1181006,1834102,2015,"08/17/2015 03:03:40 PM",41.70002,-87.61284,"(41.700020108, -87.612843569)"
"64961",504600,504600,8097202,"HT329981","2011-06-04 08:00:00","009XX W GRACE ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",2324,19,44,6,"08B",1169475,1925527,2011,"02/04/2016 06:33:39 AM",41.95116,-87.65241,"(41.951156266, -87.652412148)"
"89712",2125316,2125316,10863049,"JA169418","2017-02-27 09:00:00","108XX S CALUMET AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true",513,5,9,49,"08B",1180500,1833226,2017,"03/06/2017 03:51:31 PM",41.69763,-87.61472,"(41.697627845, -87.614723084)"
"72216",913762,913762,8738816,"HV414300","2012-07-27 03:00:00","064XX S OAK PARK AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","true","true",812,8,23,64,"26",1132195,1861203,2012,"02/04/2016 06:33:39 AM",41.77537,-87.79095,"(41.775372528, -87.790947452)"
"31063",1942717,1942717,10578810,"HZ327692","2016-06-28 09:50:00","045XX W GEORGE ST","0460","BATTERY","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","false","false",2521,25,31,20,"08B",1145391,1918889,2016,"07/05/2016 03:58:21 PM",41.93343,-87.74111,"(41.933431938, -87.741113036)"
"56067",1626410,1626410,10001527,"HY191148","2015-03-19 08:30:00","062XX S SPAULDING AVE","0460","BATTERY","SIMPLE","STREET","false","false",823,8,15,66,"08B",1155469,1862907,2015,"08/17/2015 03:03:40 PM",41.77961,-87.70558,"(41.779614073, -87.7055809)"
"75751",2065972,2065972,10773034,"HZ539124","2016-12-03 10:37:00","035XX N LAKE SHORE DR","1310","CRIMINAL DAMAGE","TO PROPERTY","STREET","true","false",1925,19,46,6,"14",1172010,1924422,2016,"12/10/2016 03:49:45 PM",41.94807,-87.64313,"(41.948068465, -87.643126381)"
"16200",1028147,1028147,8920908,"HV588515","2012-12-04 09:40:00","048XX W RICE ST","2027","NARCOTICS","POSS: CRACK","APARTMENT","true","false",1531,15,37,25,"18",1143966,1905218,2012,"02/04/2016 06:33:39 AM",41.89594,-87.74669,"(41.89594417, -87.746693531)"
"36390",698583,698583,8399620,"HT632371","2011-12-13 03:00:00","012XX E 98TH ST","0810","THEFT","OVER $500","STREET","false","false",511,5,8,50,"06",1186371,1840248,2011,"02/04/2016 06:33:39 AM",41.71676,-87.59301,"(41.71676062, -87.593005859)"
"14493",2343960,2343960,9903275,"HX492519","2014-11-02 06:30:00","064XX S ABERDEEN ST","2017","NARCOTICS","MANU/DELIVER:CRACK","SIDEWALK","true","false",724,7,16,68,"18",NA,NA,2014,"02/04/2016 06:33:39 AM",NA,NA,""
"34407",157480,157480,7552281,"HS354320","2010-06-11 10:31:00","014XX N KOLIN AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","true",2534,25,37,23,"26",1147113,1909207,2010,"02/04/2016 06:33:39 AM",41.906830779,-87.735032967,"(41.906830779, -87.735032967)"
"75174",446154,446154,8007859,"HT238809","2011-04-07 04:00:00","028XX S ARCHER AVE","0460","BATTERY","SIMPLE","STREET","true","false",923,9,11,60,"08B",1168560,1885794,2011,"02/04/2016 06:33:39 AM",41.842146193,-87.656927129,"(41.842146193, -87.656927129)"
"78830",1622167,1622167,9911517,"HY100576","2014-12-31 08:00:00","014XX W 103RD ST","1310","CRIMINAL DAMAGE","TO PROPERTY","OTHER","false","false",2212,22,19,72,"14",1168332,1836447,2014,"02/04/2016 06:33:39 AM",41.70674,-87.65918,"(41.706736745, -87.659183363)"
"15012",2333724,2333724,22508,"HZ282911","2016-05-28 02:59:00","051XX N LAKE SHORE DR NB","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2024,20,48,3,"01A",1170128,1934428,2016,"06/04/2016 03:49:04 PM",41.97557,-87.64975,"(41.975566618, -87.649750731)"
"61693",1498142,1498142,9700458,"HX350368","2014-07-18 03:04:00","064XX W DIVERSEY AVE","0820","THEFT","$500 AND UNDER","RESTAURANT","false","false",2512,25,36,19,"06",1132803,1917907,2014,"02/04/2016 06:33:39 AM",41.93097,-87.7874,"(41.930966504, -87.78739692)"
"93403",1029047,1029047,8922203,"HV590266","2012-12-05 03:51:00","078XX S UNION AVE","0820","THEFT","$500 AND UNDER","SCHOOL, PRIVATE, BUILDING","false","false",621,6,17,71,"06",1172994,1852846,2012,"02/04/2016 06:33:39 AM",41.75164,-87.64163,"(41.751636442, -87.641628664)"
"2127",241923,241923,7683179,"HS470340","2010-08-19 09:30:00","0000X N LATROBE AVE","1821","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","STREET","true","false",1522,15,28,25,"18",1141377,1900007,2010,"02/04/2016 06:33:39 AM",41.881692733,-87.756331202,"(41.881692733, -87.756331202)"
"62494",83140,83140,7436767,"HS226691","2010-03-20 10:00:00","013XX E 74TH ST","0460","BATTERY","SIMPLE","RESIDENCE PORCH/HALLWAY","false","false",324,3,5,43,"08B",1186617,1856204,2010,"02/04/2016 06:33:39 AM",41.760539726,-87.591601209,"(41.760539726, -87.591601209)"
"91179",1440636,1440636,9604104,"HX253767","2014-05-08 03:20:00","039XX W LEXINGTON ST","3100","PUBLIC PEACE VIOLATION","MOB ACTION","SIDEWALK","true","false",1132,11,24,26,"24",1150280,1896409,2014,"02/04/2016 06:33:39 AM",41.87165,-87.72373,"(41.871650509, -87.72373316)"
"74862",1409882,1409882,9550532,"HX202205","2014-03-28 04:05:00","028XX W 65TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true",823,8,15,66,"14",1158366,1861409,2014,"02/04/2016 06:33:39 AM",41.77544,-87.695,"(41.775444819, -87.695000818)"
"63597",280242,280242,7741555,"HS549272","2010-10-05 02:30:00","071XX S WESTERN AVE","0860","THEFT","RETAIL THEFT","DRUG STORE","true","false",832,8,18,66,"06",1161608,1857318,2010,"02/04/2016 06:33:39 AM",41.764151886,-87.683229302,"(41.764151886, -87.683229302)"
"35008",1305648,1305648,9368468,"HW511699","2013-10-29 11:02:00","040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",1149512,1901446,2013,"02/04/2016 06:33:39 AM",41.88549,-87.72642,"(41.885487535, -87.726422045)"
"70347",2240159,2240159,11042253,"JA368902","2017-07-29 06:00:00","007XX E 93RD ST","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","STREET","false","false",633,6,9,44,"04A",NA,NA,2017,"08/05/2017 03:50:08 PM",NA,NA,""
"16402",1007591,1007591,8886345,"HV561026","2012-11-13 09:40:00","035XX N CICERO AVE","141C","WEAPONS VIOLATION","UNLAWFUL USE OTHER DANG WEAPON","SIDEWALK","true","false",1731,17,30,15,"15",1143746,1923309,2012,"02/04/2016 06:33:39 AM",41.94559,-87.74705,"(41.945591853, -87.747047289)"
"99591",105944,105944,7472298,"HS273917","2010-04-23 06:00:00","033XX N ASHLAND AVE","0870","THEFT","POCKET-PICKING","GROCERY FOOD STORE","false","false",1924,19,44,6,"06",1165066,1922064,2010,"02/04/2016 06:33:39 AM",41.941748603,-87.668718084,"(41.941748603, -87.668718084)"
"58303",1891593,1891593,10462079,"HZ201015","2016-03-25 05:40:00","015XX W RANDOLPH ST","0560","ASSAULT","SIMPLE","STREET","false","false",1224,12,27,28,"08A",1166342,1901369,2016,"04/01/2016 03:49:34 PM",41.88493,-87.66462,"(41.884932988, -87.664621314)"
"5382",1867385,1867385,10426469,"HZ163603","2016-02-22 12:00:00","018XX S KARLOV AVE","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","APARTMENT","false","true",1012,10,24,29,"20",1149357,1890621,2016,"02/29/2016 03:53:46 PM",41.85579,-87.72727,"(41.855785481, -87.727271903)"
"10644",1164486,1164486,9141867,"HW286984","2013-05-22 11:58:00","001XX E 51ST ST","0860","THEFT","RETAIL THEFT","TAVERN/LIQUOR STORE","false","false",224,2,3,38,"06",1178190,1871245,2013,"02/04/2016 06:33:39 AM",41.80201,-87.62203,"(41.802008996, -87.622030193)"
"62607",214605,214605,7641903,"HS446128","2010-07-31 11:00:00","034XX N DAMEN AVE","0810","THEFT","OVER $500","DRIVEWAY - RESIDENTIAL","false","false",1913,19,32,5,"06",1162401,1923026,2010,"02/04/2016 06:33:39 AM",41.944444667,-87.678486042,"(41.944444667, -87.678486042)"
"33626",2183759,2183759,10951848,"JA271571","2017-05-20 02:39:00","009XX W BELMONT AVE","0460","BATTERY","SIMPLE","BAR OR TAVERN","true","false",1924,19,44,6,"08B",1169247,1921430,2017,"05/27/2017 03:52:34 PM",41.93992,-87.65337,"(41.939918899, -87.653369734)"
"27014",874350,874350,8678519,"HV353610","2012-06-25 08:00:00","083XX S ELLIS AVE","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK","false","false",632,6,8,44,"03",1184335,1850002,2012,"02/04/2016 06:33:39 AM",41.74357,-87.60016,"(41.743574495, -87.600158418)"
"82649",631276,631276,8293794,"HT527628","2011-10-04 07:20:00","071XX S ASHLAND AVE","031A","ROBBERY","ARMED: HANDGUN","GAS STATION","false","false",734,7,17,67,"03",1166911,1857552,2011,"02/04/2016 06:33:39 AM",41.76468,-87.66379,"(41.764682386, -87.663785792)"
"84187",1121378,1121378,9073864,"HW218660","2013-02-27 01:00:00","060XX S COTTAGE GROVE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT/GARAGE(NON.RESID.)","false","false",235,2,20,42,"07",1182604,1865128,2013,"02/04/2016 06:33:39 AM",41.78512,-87.60603,"(41.785122047, -87.60603224)"
"49172",329251,329251,7818833,"HS628729","2010-11-23 12:01:00","007XX E 82ND ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",631,6,6,44,"08B",1182488,1850786,2010,"02/04/2016 06:33:39 AM",41.745768862,-87.606901635,"(41.745768862, -87.606901635)"
